,views,start_date,end_date,wiki,gender,imagecount,url,peopleID,genderNames,occupationNames,ethnicity,religion,citizenshipNames,position,birthplace,birthCountry,birthContinent,occupationType,locationIDs,zhwiki,enwiki,hiwiki,eswiki,ruwiki,arwiki,ptwiki,bnwiki,frwiki,idwiki,quality_zhwiki,quality_enwiki,quality_hiwiki,quality_eswiki,quality_ruwiki,quality_arwiki,quality_ptwiki,quality_bnwiki,quality_frwiki,quality_idwiki,numLangPage,pageID_zhwiki,pageID_enwiki,pageID_hiwiki,pageID_eswiki,pageID_ruwiki,pageID_arwiki,pageID_ptwiki,pageID_bnwiki,pageID_frwiki,pageID_idwiki,pageLength_zhwiki,pageLength_enwiki,pageLength_hiwiki,pageLength_eswiki,pageLength_ruwiki,pageLength_arwiki,pageLength_ptwiki,pageLength_bnwiki,pageLength_frwiki,pageLength_idwiki,pageQuality_enwiki,pageQuality_zhwiki,pageQuality_hiwiki,pageQuality_eswiki,pageQuality_ruwiki,pageQuality_arwiki,pageQuality_ptwiki,pageQuality_bnwiki,pageQuality_frwiki,pageQuality_idwiki,views_2022010100,views_2022020100,views_2022030100,views_2022040100,views_2022050100,log1p_views,any_image,log1p_pageLength_enwiki,log1p_views_2022040100,log1p_views_2022010100,log1p_views_2022050100,log1p_views_2022020100,log1p_views_2022030100
0,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Marthe_de_Kerchove_de_Denterghem/monthly/20220101/20220601,Q2158495,female,feminist,NA,NA,Kingdom of the Netherlands,NA,Ghent,Belgium,Europe,NA,Q1296,-1,0,-1,-1,-1,-1,-1,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-1,15658378,-1,-1,-1,-1,-1,-1,12685441,-1,-1,4498,-1,-1,-1,-1,-1,-1,13867,-1,0.360432,-1,-1,-1,-1,-1,-1,-1,0.98424053,-1,29.0,27.0,20.0,23.0,16.0,,False,8.411610428841172,3.1780538303479458,3.4011973816621555,2.833213344056216,3.332204510175204,3.044522437723423
1,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Lisa_White_%28geologist%29/monthly/20220101/20220601,Q30121983,female,paleontologist,NA,NA,NA,NA,NA,NA,NA,Science & Technology,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,53290732,-1,-1,-1,-1,-1,-1,-1,-1,-1,8309,-1,-1,-1,-1,-1,-1,-1,-1,0.9102638,-1,-1,-1,-1,-1,-1,-1,-1,-1,221.0,638.0,277.0,65.0,75.0,,False,9.025214887849494,4.189654742026425,5.402677381872279,4.330733340286331,6.459904454377535,5.627621113690637
2,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Sarii_Yoshizawa/monthly/20220101/20220601,Q7424072,female,model,NA,NA,Japan,NA,Kanagawa Prefecture,Japan,Asia,Other,Q127513,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,14984814,-1,-1,-1,-1,-1,-1,-1,-1,-1,2025,-1,-1,-1,-1,-1,-1,-1,-1,0.395136,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.0,56.0,68.0,57.0,64.0,,False,7.613818684808629,4.060443010546419,4.276666119016055,4.174387269895637,4.04305126783455,4.23410650459726
3,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Olga_Forsh/monthly/20220101/20220601,Q458567,female,writer,NA,NA,Soviet Union,NA,Republic of Dagestan,Russia,Asia,Arts,Q5118,-1,0,-1,-1,0,-1,0,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,0.01317561,NA,12,-1,32003873,-1,-1,1591870,-1,6134759,-1,5426645,-1,-1,7355,-1,-1,16397,-1,5028,-1,5970,-1,0.9582721,-1,-1,-1,0.6927018,-1,0.9112292,-1,0.5285724,-1,74.0,80.0,88.0,69.0,83.0,,False,8.903271585724212,4.248495242049359,4.31748811353631,4.430816798843313,4.394449154672439,4.48863636973214
4,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Karin_Wolverton/monthly/20220101/20220601,Q22097277,female,opera singer,NA,NA,NA,NA,NA,NA,NA,Arts,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,48234641,-1,-1,-1,-1,-1,-1,-1,-1,-1,5273,-1,-1,-1,-1,-1,-1,-1,-1,0.7994826,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.0,16.0,9.0,3.0,9.0,,False,8.570544366913232,1.3862943611198906,2.6390573296152584,2.302585092994046,2.833213344056216,2.302585092994046
5,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Andrea_Horv%C3%A1thov%C3%A1/monthly/20220101/20220601,Q66840958,female,association football player,NA,NA,NA,NA,NA,NA,NA,Sports,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,61644446,-1,-1,-1,-1,-1,-1,-1,-1,-1,2045,-1,-1,-1,-1,-1,-1,-1,-1,0.3920947,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.0,22.0,21.0,21.0,18.0,,False,7.6236419465115715,3.091042453358316,2.833213344056216,2.9444389791664403,3.1354942159291497,3.091042453358316
6,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Almudena_Mu%C3%B1oz/monthly/20220101/20220601,Q2839175,female,judoka,NA,NA,Spain,NA,Valencia,Spain,Europe,Sports,Q8818,-1,0,-1,0,0,1,-1,-1,1,-1,NA,NA,NA,NA,NA,0.2579534,NA,NA,0.1001558,NA,14,-1,9757629,-1,2188214,6424376,1303863,-1,-1,1686693,-1,-1,2183,-1,3217,7710,6173,-1,-1,3336,-1,0.2577462,-1,-1,0.4662929,0.3348639,0.5867666,-1,-1,0.4646111,-1,33.0,48.0,32.0,35.0,34.0,,False,7.688913336864796,3.58351893845611,3.5263605246161616,3.5553480614894135,3.8918202981106265,3.4965075614664802
7,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Cyme_Lulaj/monthly/20220101/20220601,Q66836371,female,association football player,NA,NA,NA,NA,NA,NA,NA,Sports,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,61644035,-1,-1,-1,-1,-1,-1,-1,-1,-1,1854,-1,-1,-1,-1,-1,-1,-1,-1,0.392615,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.0,14.0,27.0,20.0,27.0,,False,7.5256399750415355,3.044522437723423,2.772588722239781,3.332204510175204,2.70805020110221,3.332204510175204
8,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Farrah_Hall/monthly/20220101/20220601,Q5436223,female,windsurfer,NA,NA,United States of America,NA,NA,NA,NA,NA,NA,-1,0,-1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,37949795,-1,-1,-1,6220215,-1,-1,-1,-1,-1,2297,-1,-1,-1,1594,-1,-1,-1,-1,0.4926336,-1,-1,-1,-1,0.3573473,-1,-1,-1,-1,57.0,61.0,63.0,59.0,61.0,,False,7.739794458408701,4.0943445622221,4.060443010546419,4.127134385045092,4.127134385045092,4.1588830833596715
9,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Helen_Norfolk/monthly/20220101/20220601,Q10860563,female,swimmer,NA,NA,New Zealand,NA,Christchurch,New Zealand,Oceania,Sports,Q79990,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,19684236,-1,-1,-1,-1,-1,-1,-1,-1,-1,2590,-1,-1,-1,-1,-1,-1,-1,-1,0.3047869,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.0,14.0,22.0,34.0,25.0,,False,7.85979918056211,3.5553480614894135,3.258096538021482,3.258096538021482,2.70805020110221,3.1354942159291497
10,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Allison_Pataki/monthly/20220101/20220601,Q15991434,female,author,NA,NA,United States of America,NA,New York,United States,North America,Humanities,Q1384,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,42269512,-1,-1,-1,-1,-1,-1,-1,-1,-1,9258,-1,-1,-1,-1,-1,-1,-1,-1,0.9128936,-1,-1,-1,-1,-1,-1,-1,-1,-1,1196.0,2226.0,2021.0,1769.0,1269.0,,False,9.133351330448047,7.478734825567875,7.087573705557973,7.146772179452637,7.708410667257367,7.611842399580417
11,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Margaret_of_L%26%23039%3BAigle/monthly/20220101/20220601,Q2842845,female,aristocrat,NA,NA,Kingdom of France,Monarch of Pamplona,NA,NA,NA,Government,NA,-1,0,-1,0,0,-1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,-1,22877178,-1,6829750,6574479,-1,-1,-1,1114563,2354785,-1,4696,-1,4649,4774,-1,-1,-1,2087,3503,0.8957217,-1,-1,0.613041,0.4596984,-1,-1,-1,0.3079548,0.5665547,,,,,,,False,8.454679286026995,,,,,
12,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Helen_Waterhouse/monthly/20220101/20220601,Q18528196,female,classical scholar,NA,NA,United Kingdom,NA,Chaldon,United Kingdom,Europe,NA,Q2522048,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,53263268,-1,-1,-1,-1,-1,-1,-1,-1,-1,6463,-1,-1,-1,-1,-1,-1,-1,-1,0.9038013,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.0,33.0,20.0,28.0,27.0,,False,8.774003600200931,3.367295829986474,3.713572066704308,3.332204510175204,3.5263605246161616,3.044522437723423
13,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Karen_Ann_Smyers/monthly/20220101/20220601,Q6369485,female,historian,NA,NA,United States of America,NA,NA,NA,NA,Humanities,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,30698899,-1,-1,-1,-1,-1,-1,-1,-1,-1,2836,-1,-1,-1,-1,-1,-1,-1,-1,0.845965,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.0,31.0,32.0,27.0,20.0,,False,7.950502434808851,3.332204510175204,3.58351893845611,3.044522437723423,3.4657359027997265,3.4965075614664802
14,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Karen_Rose/monthly/20220101/20220601,Q1729275,female,author,NA,NA,United States of America,NA,"Washington, D.C.",United States,North America,Humanities,Q61,-1,0,-1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-1,22322630,-1,-1,-1,6659907,-1,-1,-1,-1,-1,5057,-1,-1,-1,1575,-1,-1,-1,-1,0.5091953,-1,-1,-1,-1,0.4056266,-1,-1,-1,-1,738.0,627.0,594.0,609.0,578.0,,False,8.52872642722991,6.413458957167357,6.6052979209482015,6.361302477572996,6.4425401664681985,6.38856140554563
15,,20220101,20220601,en,female,0,,Q64748185,female,physician,NA,NA,NA,NA,NA,NA,NA,Science & Technology,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,False,,,,,,
16,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Yevgeniya_Yermakova/monthly/20220101/20220601,Q8053250,female,swimmer,NA,NA,Kazakhstan,NA,Almaty,Kazakhstan,Asia,Sports,Q35493,-1,0,-1,-1,0,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,19344281,-1,-1,4446847,-1,-1,-1,-1,-1,-1,2101,-1,-1,4560,-1,-1,-1,-1,-1,0.3505779,-1,-1,-1,0.4125536,-1,-1,-1,-1,-1,17.0,16.0,23.0,14.0,14.0,,False,7.650644551436897,2.70805020110221,2.8903717578961645,2.70805020110221,2.833213344056216,3.1780538303479458
17,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Zhaleh_Alamtaj/monthly/20220101/20220601,Q5952483,female,poet,NA,NA,Iran,NA,Hazaveh,Iran,Asia,Arts,Q5687787,-1,0,-1,-1,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,0.004286832,NA,NA,NA,NA,NA,6,-1,54895799,-1,-1,7500068,-1,-1,-1,-1,-1,-1,7013,-1,-1,6152,-1,-1,-1,-1,-1,0.5166675,-1,-1,-1,0.46822867,-1,-1,-1,-1,-1,71.0,55.0,47.0,44.0,33.0,,False,8.855663430700124,3.8066624897703196,4.276666119016055,3.5263605246161616,4.02535169073515,3.871201010907891
18,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Rosa_Albina_Garavito/monthly/20220101/20220601,Q7367015,female,politician,NA,NA,Mexico,Member of the Chamber of Deputies of Mexico,NA,NA,NA,Government,NA,-1,0,-1,0,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,7858789,-1,1468962,-1,-1,-1,-1,-1,-1,-1,1374,-1,2165,-1,-1,-1,-1,-1,-1,0.2856388,-1,-1,0.3016244,-1,-1,-1,-1,-1,-1,9.0,10.0,14.0,5.0,5.0,,False,7.226209010100671,1.791759469228055,2.302585092994046,1.791759469228055,2.3978952727983707,2.70805020110221
19,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Tracey_Duke/monthly/20220101/20220601,Q7831217,female,association football player,NA,NA,New Zealand,NA,NA,NA,NA,Sports,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,24197252,-1,-1,-1,-1,-1,-1,-1,-1,-1,2453,-1,-1,-1,-1,-1,-1,-1,-1,0.49429545,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.0,6.0,4.0,6.0,10.0,,False,7.805474625270857,1.9459101490553132,2.0794415416798357,2.3978952727983707,1.9459101490553132,1.6094379124341003
20,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Lisa_Coleman_%28actress%29/monthly/20220101/20220601,Q6557883,female,actor,NA,NA,United Kingdom,NA,Hammersmith,United Kingdom,Europe,Arts,Q277162,-1,0,-1,-1,-1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-1,2802127,-1,-1,-1,5037214,-1,-1,-1,-1,-1,7749,-1,-1,-1,1790,-1,-1,-1,-1,0.8077922,-1,-1,-1,-1,0.4090488,-1,-1,-1,-1,7655.0,3991.0,3861.0,10104.0,5554.0,,False,8.955448122347393,9.22078562983772,8.94324493313279,8.62245370207373,8.292047637431354,8.258940462988459
21,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Aleena_Gibson/monthly/20220101/20220601,Q4714370,female,singer,NA,NA,Sweden,NA,Gothenburg,Sweden,Europe,Arts,Q25287,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,9266863,-1,-1,-1,-1,-1,-1,-1,-1,-1,3793,-1,-1,-1,-1,-1,-1,-1,-1,0.45291963,-1,-1,-1,-1,-1,-1,-1,-1,-1,204.0,248.0,296.0,255.0,331.0,,False,8.24117615049496,5.545177444479562,5.3230099791384085,5.805134968916488,5.517452896464707,5.6937321388027
22,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Yoon_Mi-ra/monthly/20220101/20220601,Q11264948,female,film actor,NA,NA,South Korea,NA,Jeongeup,"Korea, Republic of",Asia,Arts,Q42141,0,0,-1,0,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4469483,46505517,-1,8410316,-1,-1,-1,-1,-1,-1,5987,7433,-1,6459,-1,-1,-1,-1,-1,-1,0.715539,0.5214034,-1,0.7205687,-1,-1,-1,-1,-1,-1,230.0,202.0,242.0,224.0,159.0,,False,8.913819350857198,5.41610040220442,5.442417710521793,5.075173815233827,5.313205979041787,5.493061443340548
23,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Molly_Turner/monthly/20220101/20220601,Q25999165,female,journalist,NA,NA,United States of America,NA,NA,NA,NA,Humanities,NA,-1,0,-1,-1,-1,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,51144541,-1,-1,-1,5670555,-1,-1,-1,-1,-1,4235,-1,-1,-1,2092,-1,-1,-1,-1,0.8419079,-1,-1,-1,-1,0.4136187,-1,-1,-1,-1,33.0,26.0,36.0,29.0,12.0,,False,8.351374706721296,3.4011973816621555,3.5263605246161616,2.5649493574615367,3.295836866004329,3.6109179126442243
24,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Mar%C3%ADa_Luisa_Doig/monthly/20220101/20220601,Q6782057,female,fencer,NA,NA,Peru,NA,Lima,Peru,South America,Sports,Q2868,-1,0,-1,-1,-1,0,-1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,38207866,-1,-1,-1,6217467,-1,-1,12635052,-1,-1,2779,-1,-1,-1,1889,-1,-1,2787,-1,0.4002514,-1,-1,-1,-1,0.4104886,-1,-1,0.4144086,-1,42.0,48.0,32.0,37.0,42.0,,False,7.930206206684683,3.6375861597263857,3.7612001156935624,3.7612001156935624,3.8918202981106265,3.4965075614664802
25,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Helen_Trevillion/monthly/20220101/20220601,Q5703294,female,musician,NA,NA,United Kingdom,NA,NA,NA,NA,Arts,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,22865339,-1,-1,-1,-1,-1,-1,-1,-1,-1,2151,-1,-1,-1,-1,-1,-1,-1,-1,0.4453727,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.0,12.0,11.0,11.0,13.0,,False,7.674152921281675,2.4849066497880004,2.9444389791664403,2.6390573296152584,2.5649493574615367,2.4849066497880004
26,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Ayana_Taketatsu/monthly/20220101/20220601,Q1204576,female,seiyū,NA,NA,Japan,NA,Saitama,Japan,Asia,NA,Q134635,0,0,-1,0,0,1,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1057409,24228823,-1,4342266,1848026,941086,3115609,-1,11052335,1115985,51391,31966,-1,14217,12320,6920,19309,-1,4478,17039,0.988,0.991,-1,0.984031,0.9651648,0.492623,0.985,-1,0.4721793,0.988,11778.0,10865.0,10589.0,9528.0,9180.0,,False,10.37245939967773,9.162095059348188,9.374073563958785,9.1248914101437,9.293393927111468,9.267665438595452
27,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Louise_Duprey/monthly/20220101/20220601,Q6688722,female,actor,NA,NA,United Kingdom,NA,NA,NA,NA,Arts,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,15446714,-1,-1,-1,-1,-1,-1,-1,-1,-1,1855,-1,-1,-1,-1,-1,-1,-1,-1,0.5784287,-1,-1,-1,-1,-1,-1,-1,-1,-1,322.0,187.0,360.0,161.0,176.0,,False,7.526178913346146,5.087596335232384,5.777652323222656,5.176149732573829,5.236441962829949,5.8888779583328805
28,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/D%C3%A9sir%C3%A9e_Liljevall/monthly/20220101/20220601,Q3374619,female,politician,NA,NA,Sweden,member of the Swedish Riksdag,NA,NA,NA,Government,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,7374805,-1,-1,-1,-1,-1,-1,-1,-1,-1,1933,-1,-1,-1,-1,-1,-1,-1,-1,0.5372702,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.0,13.0,11.0,9.0,12.0,,False,7.56734567601324,2.302585092994046,2.3978952727983707,2.5649493574615367,2.6390573296152584,2.4849066497880004
29,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Margaret_Gray/monthly/20220101/20220601,Q6759454,female,teacher,NA,NA,NA,NA,NA,NA,NA,Other,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,29429874,-1,-1,-1,-1,-1,-1,-1,-1,-1,1615,-1,-1,-1,-1,-1,-1,-1,-1,0.3383251,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.0,20.0,38.0,33.0,34.0,,False,7.38770923908104,3.5263605246161616,3.8918202981106265,3.5553480614894135,3.044522437723423,3.6635616461296463
30,,20220101,20220601,en,female,0,,Q3293239,female,nun,NA,NA,Japan,NA,Japan,Japan,Asia,Religion,Q17,-1,0,-1,-1,-1,-1,-1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-1,55372682,-1,-1,-1,-1,-1,-1,3660600,-1,-1,73,-1,-1,-1,-1,-1,-1,2244,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,0.503819,-1,,,,,,,False,4.30406509320417,,,,,
31,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Jo%C3%ABlle_Bernard/monthly/20220101/20220601,Q3187483,female,film actor,NA,NA,France,NA,Vitry-le-François,France,Europe,Arts,Q623374,-1,0,-1,0,-1,-1,-1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,50917899,-1,5561662,-1,-1,-1,-1,2869294,-1,-1,3626,-1,5182,-1,-1,-1,-1,5804,-1,0.4547807,-1,-1,0.4206558,-1,-1,-1,-1,0.4788474,-1,145.0,53.0,53.0,50.0,54.0,,False,8.196161139282902,3.9318256327243257,4.983606621708336,4.007333185232471,3.9889840465642745,3.9889840465642745
32,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/%C3%85slaug_Linge_Sunde/monthly/20220101/20220601,Q8077253,female,politician,NA,NA,Norway,Vararepresentant,NA,NA,NA,Government,NA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,14517468,-1,-1,-1,-1,-1,-1,-1,-1,-1,1144,-1,-1,-1,-1,-1,-1,-1,-1,0.2324072,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,4.0,3.0,4.0,7.0,,False,7.0431599159883405,1.6094379124341003,1.9459101490553132,2.0794415416798357,1.6094379124341003,1.3862943611198906
33,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Janet_Bostwick/monthly/20220101/20220601,Q1246386,female,politician,NA,NA,NA,senator of the Bahamas,Nassau,"Bahamas, The",North America,Government,Q2467,-1,0,-1,-1,-1,-1,-1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-1,47874350,-1,-1,-1,-1,-1,-1,10323613,-1,-1,8561,-1,-1,-1,-1,-1,-1,4903,-1,0.9110578,-1,-1,-1,-1,-1,-1,-1,0.4233103,-1,155.0,227.0,151.0,96.0,97.0,,False,9.055089086704891,4.574710978503383,5.049856007249537,4.584967478670572,5.429345628954441,5.0238805208462765
34,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/L%26%23039%3BWren_Scott/monthly/20220101/20220601,Q13561666,female,model,NA,NA,United States of America,NA,Roy,United States,North America,Other,Q130167,0,0,-1,0,0,1,0,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3905322,6854678,-1,6228248,4952177,1979893,4337460,-1,7838534,-1,1679,28138,-1,6300,7576,3892,1541,-1,8676,-1,0.997,0.3407685,-1,0.9629222,0.9074262,0.5756257,0.3928395,-1,0.8293832,-1,,,,,,,False,10.24491179343424,,,,,
35,,20220101,20220601,en,female,0,,Q7511384,female,actor,NA,NA,United States of America,NA,Suffern,United States,North America,Arts,Q3273919,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,35978278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,False,,,,,,
36,,20220101,20220601,en,female,0,https://wikimedia.org/api/rest_v1/metrics/pageviews/per-article/en.wikipedia.org/all-access/user/Jacqueline_Todten/monthly/20220101/20220601,Q463196,female,javelin thrower,NA,NA,Germany,NA,Berlin,Germany,Europe,NA,Q64,-1,0,-1,0,-1,-1,-1,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1,6731019,-1,8247599,-1,-1,-1,-1,5827792,-1,-1,2151,-1,1270,-1,-1,-1,-1,3343,-1,0.3029727,-1,-1,0.3423971,-1,-1,-1,-1,0.4164649,-1,31.0,19.0,22.0,41.0,36.0,,False,7.674152921281675,3.7376696182833684,3.4657359027997265,3.6109179126442243,2.995732273553991,3.1354942159291497
